mode,cycles,mean_error,max_error,pair_rms,triad_rms,viable,mid,ultra,singular,deep,very_deep,ultra_deep,access,spread,rollbacks,waste,reopen_events,phase_switches,runtime,seed,trial
hybrid,650,0.0055259310924287855,0.006065863287121212,0.0020835575519784644,0.0020914150327835156,8,8,8,8,8,2,0,0.6448517492503438,0.08581925282743474,0,0.0,355,144,0.275852600010694,20460629,21
hybrid,650,0.006427349222163852,0.00846196435987568,0.002020282019448147,0.0032209857031022613,8,8,8,8,8,1,0,0.6457610006625558,0.08685350695084536,0,0.0,313,183,0.26997489998757374,20460630,22
hybrid,650,0.0055791279243469745,0.0071610157928152654,0.0024656447207799807,0.0018771410396017103,8,8,8,8,8,3,0,0.6447883741875675,0.08596938281487776,0,0.0,313,171,0.25079390000610147,20460631,23
hybrid,650,0.005508608510497233,0.008064228779901855,0.002252187009055019,0.002185768081549715,8,8,8,8,8,4,0,0.6449456106630681,0.08614218762045833,0,0.0,205,129,0.2645680999994511,20460632,24
hybrid,650,0.0055413534875949225,0.006795899948070182,0.0028198586207209605,0.003594442679319857,8,8,8,8,8,2,0,0.6425085135462383,0.08594143243730978,0,0.0,348,138,0.2606660000019474,20460633,25
hybrid,650,0.005515279615146481,0.007621523093210652,0.002119734366148849,0.0034102769825660505,8,8,8,8,8,3,0,0.6461505520018395,0.08612919841246784,0,0.0,328,216,0.2762256999994861,20460634,26
hybrid,650,0.005961989739404559,0.00920781364215045,0.0018566264962342678,0.003461697030769342,8,8,8,8,8,1,0,0.6444352711682978,0.08629472207043642,0,0.0,471,111,0.24410440000065137,20460635,27
hybrid,650,0.005696770850033927,0.006753739144337385,0.002153048178723453,0.0033431405530857153,8,8,8,8,8,2,0,0.6453776692037867,0.0853233924841778,0,0.0,405,166,0.28608900000108406,20460636,28
hybrid,650,0.005521909063905553,0.006654925523603213,0.0024891069688599836,0.0016733936276259146,8,8,8,8,8,3,0,0.644282645567147,0.08585137852826578,0,0.0,427,155,0.2461368000076618,20460637,29
hybrid,650,0.006108394568837236,0.009685110607155815,0.0007694281957737382,0.002649541519475192,8,8,8,8,8,1,0,0.6467631966866985,0.08734740944301754,0,0.0,527,131,0.2819790999928955,20460638,30
hybrid,650,0.005505553330658307,0.006684895232259673,0.0021824406887882243,0.002625946252565567,8,8,8,8,8,1,0,0.6463991105078153,0.08647271775808629,0,0.0,453,131,0.26013460000103805,20460639,31
